score,model,setup,experiment,pattern,task_id,prediction,ground_truth
1,gpt-4.1,B-query,E3-T,P1,exp3-P1-fold1,"Each example pairs a passage describing quantitative trends, growth rates, or counts over time with a compact CSV table containing the corresponding data. The text summarizes or highlights key patterns or statistics that are then concretely represented in the table, allowing the reader to verify or further analyze the described trends. The pattern generalizes to any domain where descriptive quantitative analysis is paired with supporting tabular data.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
3,gpt-4.1,B-query,E1,P1,exp1-P1-decarbonizing,"Over the past 25 years, patenting activity related to the decarbonization of heavy-duty road transport has expanded significantly, increasing from around 1,200 published patent families in 2000 to almost 15,400 in 2024 (Figure 2.1). Over the same period, total patenting activity in heavy-duty road transport, including non-decarbonization areas such as conventional combustion engine technologies, rose from 17,000 to almost 78,000 patent families. As a result of the comparatively stronger growth in decarbonization-related research, its share of total heavy-duty road transport patents increased from 7% in 2000 to around 20% in 2024.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,gpt-4.1,B-query,E1,P1,exp1-P1-decarbonizing,"However, 2024 saw a dip in patenting activity. This drop was probably influenced by increasing overcapacity in the production of batteries, particularly in China.8 Overcapacity squeezes profit margins in two ways. First, when industry capacity exceeds demand, producers engage in price competition, reducing margins. Second, when individual firms operate below their installed capacity, fixed costs are spread over fewer units, increasing per-unit costs and further lowering margins. Faced with these pressures, many companies may have shifted their focus from groundbreaking research and development to cutting costs and optimizing large-scale production. This interpretation is supported by evidence that investment in new battery production capacity in China also slowed in 2024, suggesting that manufacturers were prioritizing efficiency and consolidation over expansion and innovation.9 On a po...","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
5,gpt-4.1,B-query,E1,P1,exp1-P1-decarbonizing,"From 2000 to 2024, the volume of published patent families related to heavy-duty vehicle efficiency expanded substantially, growing from approximately 750 to more than 5,100 published families (Figure 5.1). International patent families (IPFs) followed a similar but slightly flatter trajectory, rising from 437 to just under 2,000. It is important to observe, however, that this growth trend peaked in 2021 with 5,884 publications (and in 2020 for IPFs); subsequent annual activity has decreased by roughly 13%.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,gpt-4.1,B-query,E1,P1,exp1-P1-decarbonizing,"Over the past 25 years, patenting activity related to the decarbonization of heavy-duty road transport has expanded significantly, increasing from around 1,200 published patent families in 2000 to almost 15,400 in 2024 (Figure 2.1). Over the same period, total patenting activity in heavy-duty road transport, including non-decarbonization areas such as conventional combustion engine technologies, rose from 17,000 to almost 78,000 patent families. As a result of the comparatively stronger growth in decarbonization-related research, its share of total heavy-duty road transport patents increased from 7% in 2000 to around 20% in 2024.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,gpt-4.1,B-query,E1,P1,exp1-P1-decarbonizing,"However, 2024 saw a dip in patenting activity. This drop was probably influenced by increasing overcapacity in the production of batteries, particularly in China.8 Overcapacity squeezes profit margins in two ways. First, when industry capacity exceeds demand, producers engage in price competition, reducing margins. Second, when individual firms operate below their installed capacity, fixed costs are spread over fewer units, increasing per-unit costs and further lowering margins. Faced with these pressures, many companies may have shifted their focus from groundbreaking research and development to cutting costs and optimizing large-scale production. This interpretation is supported by evidence that investment in new battery production capacity in China also slowed in 2024, suggesting that manufacturers were prioritizing efficiency and consolidation over expansion and innovation.9 On a po...","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
5,gpt-4.1,B-query,E1,P1,exp1-P1-decarbonizing,"From 2000 to 2024, the volume of published patent families related to heavy-duty vehicle efficiency expanded substantially, growing from approximately 750 to more than 5,100 published families (Figure 5.1). International patent families (IPFs) followed a similar but slightly flatter trajectory, rising from 437 to just under 2,000. It is important to observe, however, that this growth trend peaked in 2021 with 5,884 publications (and in 2020 for IPFs); subsequent annual activity has decreased by roughly 13%.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
1,gpt-4.1,B-query,E3-M,P1,exp3-P1-fold2,"Given a set of paired examples E = {(E.text_i, E.tab_i)}, each pair consists of a natural language summary (E.text_i) and a compact CSV table (E.tab_i) describing related quantitative data. The pattern P is defined as the mapping between a concise, trend-focused textual summary and a corresponding time series table, where the text highlights key trends, growth rates, peaks, or shifts in the data presented in the table.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
2,gpt-4.1,B-query,E3-T,P1,exp3-P1-fold2,"Each example pairs a brief, trend-oriented summary with a compact CSV table of time series data. The text describes major changes, growth, or declines in the data, often referencing specific years, counts, or growth rates, while the table provides the underlying quantitative details supporting the summary.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
1,gpt-4.1,B-query,E3-M,P1,exp3-P1-fold2,"Given a set of paired examples E = {(E.text_i, E.tab_i)}, the pattern consists of a natural-language summary (E.text_i) describing trends, changes, or comparisons in patent family counts over time or across categories, paired with a compact CSV table (E.tab_i) that provides the corresponding quantitative data (e.g., year and count columns) supporting the summary. The summary references specific data points or trends that are directly evidenced in the table.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
2,gpt-4.1,B-query,E3-T,P1,exp3-P1-fold2,"Each example pairs a natural-language summary of trends or comparisons in patent family counts with a compact CSV table containing the relevant quantitative data. The summary highlights key changes, growth rates, or contrasts over time or between entities, and the table provides the exact figures that support these statements.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
1,gpt-4.1,B-query,E3-M,P1,exp3-P1-fold3,"P = (M, T, E), where E = {(E.text_i, E.tab_i)}; for each paired example, E.text_i is a contiguous natural-language summary or interpretation of the corresponding E.tab_i, which contains structured data (e.g., time series or counts).","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
1,gpt-4.1,B-query,E3-T,P1,exp3-P1-fold3,"Each paired example consists of a natural-language summary and a structured data table, where the summary interprets or highlights trends, comparisons, or key points from the data. The summary is always a contiguous span from the provided text, and the table presents relevant quantitative information. The pattern generalizes to any set of such pairs, where the text and table are directly related and mutually explanatory.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
4,gpt-4.1,B-query,E2,P1,exp2-P1-E3,"In terms of growth of patent families, image/video- and molecules/genes/proteins- based GenAI patent families increased the most over the last decade (an average annual growth rate of around 45% between 2014 and 2023). Molecules/genes/proteins GenAI patent families have also been the growth leaders in recent years. In contrast, the total number of GenAI patent families based on speech/sound/music data has increased only slightly since 2021 (Figure 24). The highest growth since 2018 has been in patent publications related to molecules/ genes/and proteins, including in the last three years since 2021.","Reference E.text: In terms of growth of patent families, image/video- and molecules/genes/proteins- based GenAI patent families increased the most over the last decade (an average annual growth rate of around 45% between 2014 and 2023). Molecules/genes/proteins GenAI patent families have also been the growth leaders in recent years. In contrast, the total number of GenAI patent families based on speech/sound/music data has increased only slightly since 2021 (Figure 24)."
3,gpt-4.1,B-query,E1,P1,exp1-P1-decarbonizing,"Over the past 25 years, patenting activity related to the decarbonization of heavy-duty road transport has expanded significantly, increasing from around 1,200 published patent families in 2000 to almost 15,400 in 2024 (Figure 2.1). Over the same period, total patenting activity in heavy-duty road transport, including non-decarbonization areas such as conventional combustion engine technologies, rose from 17,000 to almost 78,000 patent families. As a result of the comparatively stronger growth in decarbonization-related research, its share of total heavy-duty road transport patents increased from 7% in 2000 to around 20% in 2024.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,gpt-4.1,B-query,E1,P1,exp1-P1-decarbonizing,"However, 2024 saw a dip in patenting activity. This drop was probably influenced by increasing overcapacity in the production of batteries, particularly in China.8 Overcapacity squeezes profit margins in two ways. First, when industry capacity exceeds demand, producers engage in price competition, reducing margins. Second, when individual firms operate below their installed capacity, fixed costs are spread over fewer units, increasing per-unit costs and further lowering margins. Faced with these pressures, many companies may have shifted their focus from groundbreaking research and development to cutting costs and optimizing large-scale production. This interpretation is supported by evidence that investment in new battery production capacity in China also slowed in 2024, suggesting that manufacturers were prioritizing efficiency and consolidation over expansion and innovation.9 On a po...","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
5,gpt-4.1,B-query,E1,P1,exp1-P1-decarbonizing,"From 2000 to 2024, the volume of published patent families related to heavy-duty vehicle efficiency expanded substantially, growing from approximately 750 to more than 5,100 published families (Figure 5.1). International patent families (IPFs) followed a similar but slightly flatter trajectory, rising from 437 to just under 2,000. It is important to observe, however, that this growth trend peaked in 2021 with 5,884 publications (and in 2020 for IPFs); subsequent annual activity has decreased by roughly 13%.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,gpt-4.1,B-query,E2,P1,exp2-P1-E1,"In terms of patent growth, patent families assigned to GANs show the strongest increase over the past decade. However, patent growth of GAN patent families has slowed down and GAN patent families have increased only moderately over the last three years. A similar slowdown in patent growth can be seen for patent families for VAE models and autoregressive models. In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023. The GenAI boom caused by modern chatbots such as ChatGPT has clearly increased research interest in LLMs.","Reference E.text: Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021."
3,gpt-4.1,B-query,E2,P1,exp2-P1-E5,"In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023. The GenAI boom caused by modern chatbots such as ChatGPT has clearly increased research interest in LLMs.","Reference E.text: Primary excerpt: In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023. Turning-point excerpt: Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021. Note: P1-E1 and P1-E5 are entity-specific projections of the same turning-point source passage."
5,gpt-4.1,B-query,E2,P1,exp2-P1-E4,"The technological advances in GenAI are reflected by the sharp increase in patenting activity. Over the past 10 years, the number of patent families in GenAI has grown from just only 733 in 2014 to more than 14,000 in 2023. Since the introduction of the transformer in 2017, the deep neural network architecture behind the Large Language Models that have become synonymous with GenAI, the number of GenAI patents has increased by over 800%.","Reference E.text: The significant advances in GenAI are reflected in the sharp increase in patent activity in the field. Over the last 10 years, the number of published patent families in GenAI models has increased from less than 800 in 2014 to more than 14,000 in 2023. There has been a big surge in patent activity beginning in 2017, with an average annual growth of around 45% since then. This coincides with the introduction of transformers in 2017."
1,gpt-4.1,B-query,E3-M,P1,exp3-P1-fold2,"Given a set of paired examples E = {(E.text_i, E.tab_i)}, the pattern P consists of: (1) a mathematical or statistical trend or comparison described in E.text_i, which is supported by (2) a compact_csv table E.tab_i containing time series or categorical data. The E.text_i summarizes or interprets the quantitative data in E.tab_i, often highlighting trends, growth rates, peaks, or comparisons between entities or time periods.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
1,gpt-4.1,B-query,E3-T,P1,exp3-P1-fold2,"Each paired example consists of a natural-language summary or interpretation of quantitative data (such as trends, growth, or comparisons) and a corresponding compact CSV table that provides the supporting data. The pattern is to pair a descriptive text about a mathematical or statistical trend with a table that contains the relevant quantitative evidence.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
4,gpt-4.1,B-query,E1,P1,exp1-P1-genAI,"Over the past 10 years, the number of patent families in GenAI has grown from just only 733 in 2014 to more than 14,000 in 2023. Since the introduction of the transformer in 2017, the deep neural network architecture behind the Large Language Models that have become synonymous with GenAI, the number of GenAI patents has increased by over 800%. The number of scientific publications has increased even more over the same period, from just 116 in 2014 to more than 34,000 in 2023. Over 25% of all GenAI patents and over 45% of all GenAI scientific papers were published in 2023 alone.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,gpt-4.1,B-query,E1,P1,exp1-P1-genAI,"After the introduction of transformer models in 2017, both patent and scientific publications increased greatly, with scientific publications exploding after the 2022 release of ChatGPT.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,gpt-4.1,B-query,E1,P1,exp1-P1-genAI,"In terms of patent growth, GAN patents show the strongest increase over the past decade. However, this has slowed down recently. In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023. The GenAI boom caused by modern chatbots such as ChatGPT has clearly increased research interest in LLMs.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
5,gpt-4.1,B-query,E2,P1,exp2-P1-E4,"The technological advances in GenAI are reflected by the sharp increase in patenting activity. Over the past 10 years, the number of patent families in GenAI has grown from just only 733 in 2014 to more than 14,000 in 2023. Since the introduction of the transformer in 2017, the deep neural network architecture behind the Large Language Models that have become synonymous with GenAI, the number of GenAI patents has increased by over 800%.","Reference E.text: The significant advances in GenAI are reflected in the sharp increase in patent activity in the field. Over the last 10 years, the number of published patent families in GenAI models has increased from less than 800 in 2014 to more than 14,000 in 2023. There has been a big surge in patent activity beginning in 2017, with an average annual growth of around 45% since then. This coincides with the introduction of transformers in 2017."
4,gpt-4.1,B-query,E2,P1,exp2-P1-E3,"In terms of growth of patent families, image/video- and molecules/genes/proteins- based GenAI patent families increased the most over the last decade (an average annual growth rate of around 45% between 2014 and 2023). Molecules/genes/proteins GenAI patent families have also been the growth leaders in recent years. In contrast, the total number of GenAI patent families based on speech/sound/music data has increased only slightly since 2021 (Figure 24). The highest growth since 2018 has been in patent publications related to molecules/ genes/and proteins, including in the last three years since 2021.","Reference E.text: In terms of growth of patent families, image/video- and molecules/genes/proteins- based GenAI patent families increased the most over the last decade (an average annual growth rate of around 45% between 2014 and 2023). Molecules/genes/proteins GenAI patent families have also been the growth leaders in recent years. In contrast, the total number of GenAI patent families based on speech/sound/music data has increased only slightly since 2021 (Figure 24)."
1,gpt-4.1,B-query,E3-M,P1,exp3-P1-fold3,"P = (M, T, E), where E = {(E.text_i, E.tab_i)}; for each paired example, E.text_i is a contiguous span from D.text describing trends, comparisons, or patterns in the tabular data E.tab_i, and E.tab_i is a compact_csv table of time series or categorical data relevant to the text. The pattern is that E.text_i summarizes, interprets, or highlights key trends, changes, or comparisons present in E.tab_i, often referencing growth, decline, peaks, or differences across years or categories.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
1,gpt-4.1,B-query,E3-T,P1,exp3-P1-fold3,"Each paired example consists of a descriptive text and a corresponding table. The text summarizes or interprets the main trends, changes, or comparisons shown in the table, such as growth rates, peaks, declines, or differences between groups or time periods. The table provides the underlying data, typically as a time series or categorical breakdown, that supports the statements made in the text.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
5,gpt-4.1,B-query,E2,P1,exp2-P1-E4,"The technological advances in GenAI are reflected by the sharp increase in patenting activity. Over the past 10 years, the number of patent families in GenAI has grown from just only 733 in 2014 to more than 14,000 in 2023. Since the introduction of the transformer in 2017, the deep neural network architecture behind the Large Language Models that have become synonymous with GenAI, the number of GenAI patents has increased by over 800%.","Reference E.text: The significant advances in GenAI are reflected in the sharp increase in patent activity in the field. Over the last 10 years, the number of published patent families in GenAI models has increased from less than 800 in 2014 to more than 14,000 in 2023. There has been a big surge in patent activity beginning in 2017, with an average annual growth of around 45% since then. This coincides with the introduction of transformers in 2017."
1,gpt-4.1,B-query,E2,P2,exp2-P2-E2,Germany is close behind (708 patent families) and has published more GenAI patents than the UK in recent years. These top inventor locations account for the majority (94%) of global patenting activity related to GenAI.,"Reference E.text: Figure 17 gives an overview of the current Chinese leadership in GenAI research activities. Between 2014 and 2023, China achieved a world share of almost 70% of all patent family publications in GenAI globally (Y-axis). Even more impressive is that China has also reached very high average growth rates of patent family publications (50% per year, X-axis) in that period among the top inventor locations despite its already large GenAI patent portfolio. Only India had even higher growth rates in GenAI patent family publications (56% per year). The Republic of Korea has also achieved high growth rates in their GenAI patent families since 2014. By contrast, patent families from Japan and the UK have only risen by a little more than 10% per year on average."
1,gpt-4.1,B-query,E3-M,P1,exp3-P1-fold3,"P = (M, T, E), where E = {(E.text_i, E.tab_i)}; for each paired example, E.text_i is a contiguous span from D.text and E.tab_i is a compact_csv table; the pattern P generalizes that each E.text_i summarizes or interprets trends, growth, or changes in the data presented in E.tab_i, often referencing specific years, counts, or growth rates, and E.tab_i provides structured quantitative data supporting the claims in E.text_i.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
1,gpt-4.1,B-query,E3-T,P1,exp3-P1-fold3,"Each paired example consists of a natural-language summary or interpretation (E.text) that describes trends, growth, or changes in the quantitative data provided in a corresponding compact_csv table (E.tab). The summary typically references specific years, counts, or growth rates, and the table contains structured data that supports the statements made in the summary. The pattern generalizes to pairs where the text interprets or highlights key features of the tabular data.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
4,gpt-4.1,B-query,E1,P1,exp1-P1-genAI,"Over the past 10 years, the number of patent families in GenAI has grown from just only 733 in 2014 to more than 14,000 in 2023. Since the introduction of the transformer in 2017, the deep neural network architecture behind the Large Language Models that have become synonymous with GenAI, the number of GenAI patents has increased by over 800%. The number of scientific publications has increased even more over the same period, from just 116 in 2014 to more than 34,000 in 2023. Over 25% of all GenAI patents and over 45% of all GenAI scientific papers were published in 2023 alone.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,gpt-4.1,B-query,E1,P1,exp1-P1-genAI,"In terms of patent growth, GAN patents show the strongest increase over the past decade. However, this has slowed down recently. In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023. The GenAI boom caused by modern chatbots such as ChatGPT has clearly increased research interest in LLMs.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,gpt-4.1,B-query,E1,P1,exp1-P1-genAI,"After the introduction of transformer models in 2017, both patent and scientific publications increased greatly, with scientific publications exploding after the 2022 release of ChatGPT.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
